75 0
H	2.305	-1.8	31000
H	-2.305	1.8	31000
H	-2.305	-1.8	31000
C	1.266	0	32000
C	-1.266	0	32000
H	2.305	1.8	32000
H	2.305	-1.8	32000
H	-2.305	1.8	32000
H	-2.305	-1.8	32000
C	1.266	0	33000
C	-1.266	0	33000
H	2.305	1.8	33000
H	2.305	-1.8	33000
H	-2.305	1.8	33000
H	-2.305	-1.8	33000
C	1.266	0	34000
C	-1.266	0	34000
H	2.305	1.8	34000
H	2.305	-1.8	34000
H	-2.305	1.8	34000
H	-2.305	-1.8	34000
C	1.266	0	35000
C	-1.266	0	35000
H	2.305	1.8	35000
H	2.305	-1.8	35000
H	-2.305	1.8	35000
H	-2.305	-1.8	35000
C	1.266	0	36000
C	-1.266	0	36000
H	2.305	1.8	36000
H	2.305	-1.8	36000
H	-2.305	1.8	36000
H	-2.305	-1.8	36000
C	1.266	0	37000
C	-1.266	0	37000
H	2.305	1.8	37000
H	2.305	-1.8	37000
H	-2.305	1.8	37000
H	-2.305	-1.8	37000
C	1.266	0	38000
C	-1.266	0	38000
H	2.305	1.8	38000
H	2.305	-1.8	38000
H	-2.305	1.8	38000
H	-2.305	-1.8	38000
C	1.266	0	39000
C	-1.266	0	39000
H	2.305	1.8	39000
H	2.305	-1.8	39000
H	-2.305	1.8	39000
H	-2.305	-1.8	39000
C	1.266	0	40000
C	-1.266	0	40000
H	2.305	1.8	40000
H	2.305	-1.8	40000
H	-2.305	1.8	40000
H	-2.305	-1.8	40000
C	1.266	0	41000
C	-1.266	0	41000
H	2.305	1.8	41000
H	2.305	-1.8	41000
H	-2.305	1.8	41000
H	-2.305	-1.8	41000
C	1.266	0	42000
C	-1.266	0	42000
H	2.305	1.8	42000
H	2.305	-1.8	42000
H	-2.305	1.8	42000
H	-2.305	-1.8	42000
C	1.266	0	43000
C	-1.266	0	43000
H	2.305	1.8	43000
H	2.305	-1.8	43000
H	-2.305	1.8	43000
H	-2.305	-1.8	43000
C	1.266	0	44000
C	-1.266	0	44000
H	2.305	1.8	44000
H	2.305	-1.8	44000
H	-2.305	1.8	44000
H	-2.305	-1.8	44000
C	1.266	0	45000
C	-1.266	0	45000
H	2.305	1.8	45000
H	2.305	-1.8	45000
H	-2.305	1.8	45000
H	-2.305	-1.8	45000
C	1.266	0	46000
C	-1.266	0	46000
H	2.305	1.8	46000
H	2.305	-1.8	46000
H	-2.305	1.8	46000
H	-2.305	-1.8	46000
C	1.266	0	47000
C	-1.266	0	47000
H	2.305	1.8	47000
H	2.305	-1.8	47000
H	-2.305	1.8	47000
H	-2.305	-1.8	47000
C	1.266	0	48000
C	-1.266	0	48000
H	2.305	1.8	48000
H	2.305	-1.8	48000
H	-2.305	1.8	48000
H	-2.305	-1.8	48000
C	1.266	0	49000
C	-1.266	0	49000
H	2.305	1.8	49000
H	2.305	-1.8	49000
H	-2.305	1.8	49000
H	-2.305	-1.8	49000
